method,f1,precision,recall,density_true,density_pred,N,T,trial,T_N_ratio,dgp
LASSO-TE,0.07102803738317758,0.5428571428571428,0.038,0.050505050505050504,0.0035353535353535356,100,60,5,0.6,garch_factor
OLS-TE,0.13602391629297458,0.10859188544152745,0.182,0.050505050505050504,0.08464646464646465,100,60,5,0.6,garch_factor
LASSO-TE,0.02681992337164751,0.3181818181818182,0.014,0.050505050505050504,0.0022222222222222222,100,60,6,0.6,garch_factor
OLS-TE,0.12550937245313773,0.10591471801925723,0.154,0.050505050505050504,0.07343434343434344,100,60,6,0.6,garch_factor
LASSO-TE,0.056925996204933584,0.5555555555555556,0.03,0.050505050505050504,0.0027272727272727275,100,60,7,0.6,garch_factor
OLS-TE,0.13039934800325997,0.11004126547455295,0.16,0.050505050505050504,0.07343434343434344,100,60,7,0.6,garch_factor
LASSO-TE,0.01904761904761905,0.2,0.01,0.050505050505050504,0.0025252525252525255,100,60,8,0.6,garch_factor
OLS-TE,0.11887550200803212,0.09932885906040269,0.148,0.050505050505050504,0.07525252525252525,100,60,8,0.6,garch_factor
LASSO-TE,0.015414258188824663,0.21052631578947367,0.008,0.050505050505050504,0.0019191919191919192,100,60,9,0.6,garch_factor
OLS-TE,0.12327656123276562,0.10368349249658936,0.152,0.050505050505050504,0.07404040404040405,100,60,9,0.6,garch_factor
LASSO-TE,0.1213235294117647,0.75,0.066,0.050505050505050504,0.0044444444444444444,100,120,0,1.2,garch_factor
OLS-TE,0.2018348623853211,0.15009746588693956,0.308,0.050505050505050504,0.10363636363636364,100,120,0,1.2,garch_factor
LASSO-TE,0.074487895716946,0.5405405405405406,0.04,0.050505050505050504,0.0037373737373737376,100,120,1,1.2,garch_factor
OLS-TE,0.21100917431192662,0.15692007797270954,0.322,0.050505050505050504,0.10363636363636364,100,120,1,1.2,garch_factor
LASSO-TE,0.1588447653429603,0.8148148148148148,0.088,0.050505050505050504,0.005454545454545455,100,120,2,1.2,garch_factor
OLS-TE,0.17747077577045697,0.12083936324167872,0.334,0.050505050505050504,0.1395959595959596,100,120,2,1.2,garch_factor
LASSO-TE,0.12867647058823528,0.7954545454545454,0.07,0.050505050505050504,0.0044444444444444444,100,120,3,1.2,garch_factor
OLS-TE,0.22074468085106383,0.16533864541832669,0.332,0.050505050505050504,0.10141414141414141,100,120,3,1.2,garch_factor
LASSO-TE,0.12773722627737227,0.7291666666666666,0.07,0.050505050505050504,0.0048484848484848485,100,120,4,1.2,garch_factor
OLS-TE,0.19588202559821927,0.13569776407093292,0.352,0.050505050505050504,0.13101010101010102,100,120,4,1.2,garch_factor
LASSO-TE,0.06985294117647059,0.4318181818181818,0.038,0.050505050505050504,0.0044444444444444444,100,120,5,1.2,garch_factor
OLS-TE,0.20170454545454544,0.15638766519823788,0.284,0.050505050505050504,0.09171717171717171,100,120,5,1.2,garch_factor
LASSO-TE,0.10780669144981413,0.7631578947368421,0.058,0.050505050505050504,0.0038383838383838384,100,120,6,1.2,garch_factor
OLS-TE,0.19651567944250872,0.15080213903743314,0.282,0.050505050505050504,0.09444444444444444,100,120,6,1.2,garch_factor
LASSO-TE,0.09380863039399624,0.7575757575757576,0.05,0.050505050505050504,0.0033333333333333335,100,120,7,1.2,garch_factor
OLS-TE,0.19147540983606556,0.1424390243902439,0.292,0.050505050505050504,0.10353535353535354,100,120,7,1.2,garch_factor
LASSO-TE,0.0708955223880597,0.5277777777777778,0.038,0.050505050505050504,0.0036363636363636364,100,120,8,1.2,garch_factor
OLS-TE,0.1934156378600823,0.14718162839248433,0.282,0.050505050505050504,0.09676767676767677,100,120,8,1.2,garch_factor
LASSO-TE,0.09981515711645102,0.6585365853658537,0.054,0.050505050505050504,0.004141414141414141,100,120,9,1.2,garch_factor
OLS-TE,0.1936785474108944,0.1458966565349544,0.288,0.050505050505050504,0.0996969696969697,100,120,9,1.2,garch_factor
LASSO-TE,0.2525597269624573,0.8604651162790697,0.148,0.050505050505050504,0.008686868686868687,100,250,0,2.5,garch_factor
OLS-TE,0.20852641334569044,0.13570566948130278,0.45,0.050505050505050504,0.16747474747474747,100,250,0,2.5,garch_factor
LASSO-TE,0.2517241379310345,0.9125,0.146,0.050505050505050504,0.00808080808080808,100,250,1,2.5,garch_factor
OLS-TE,0.2300981461286805,0.15817091454272864,0.422,0.050505050505050504,0.13474747474747475,100,250,1,2.5,garch_factor
LASSO-TE,0.33223684210526316,0.9351851851851852,0.202,0.050505050505050504,0.01090909090909091,100,250,2,2.5,garch_factor
OLS-TE,0.24975798644724104,0.16475095785440613,0.516,0.050505050505050504,0.15818181818181817,100,250,2,2.5,garch_factor
LASSO-TE,0.2627986348122867,0.8953488372093024,0.154,0.050505050505050504,0.008686868686868687,100,250,3,2.5,garch_factor
OLS-TE,0.26778711484593837,0.1859922178988327,0.478,0.050505050505050504,0.1297979797979798,100,250,3,2.5,garch_factor
LASSO-TE,0.3250414593698176,0.9514563106796117,0.196,0.050505050505050504,0.010404040404040403,100,250,4,2.5,garch_factor
OLS-TE,0.21224489795918366,0.13333333333333333,0.52,0.050505050505050504,0.19696969696969696,100,250,4,2.5,garch_factor
LASSO-TE,0.34910277324632955,0.9469026548672567,0.214,0.050505050505050504,0.011414141414141415,100,250,5,2.5,garch_factor
OLS-TE,0.21679520137103683,0.13794983642311887,0.506,0.050505050505050504,0.18525252525252525,100,250,5,2.5,garch_factor
LASSO-TE,0.23693379790940766,0.918918918918919,0.136,0.050505050505050504,0.007474747474747475,100,250,6,2.5,garch_factor
OLS-TE,0.23001095290251916,0.1583710407239819,0.42,0.050505050505050504,0.13393939393939394,100,250,6,2.5,garch_factor
LASSO-TE,0.3058823529411765,0.9578947368421052,0.182,0.050505050505050504,0.009595959595959595,100,250,7,2.5,garch_factor
OLS-TE,0.20034995625546806,0.1282194848824188,0.458,0.050505050505050504,0.1804040404040404,100,250,7,2.5,garch_factor
LASSO-TE,0.25597269624573377,0.872093023255814,0.15,0.050505050505050504,0.008686868686868687,100,250,8,2.5,garch_factor
OLS-TE,0.21354383049439135,0.13476664918720505,0.514,0.050505050505050504,0.19262626262626262,100,250,8,2.5,garch_factor
LASSO-TE,0.27702702702702703,0.8913043478260869,0.164,0.050505050505050504,0.009292929292929294,100,250,9,2.5,garch_factor
OLS-TE,0.24060150375939848,0.15724815724815724,0.512,0.050505050505050504,0.16444444444444445,100,250,9,2.5,garch_factor
LASSO-TE,0.5480631276901005,0.9695431472081218,0.382,0.050505050505050504,0.0198989898989899,100,500,0,5.0,garch_factor
OLS-TE,0.1694144400227402,0.09874088800530152,0.596,0.050505050505050504,0.30484848484848487,100,500,0,5.0,garch_factor
LASSO-TE,0.5110132158590308,0.9613259668508287,0.348,0.050505050505050504,0.018282828282828283,100,500,1,5.0,garch_factor
OLS-TE,0.2082758620689655,0.12583333333333332,0.604,0.050505050505050504,0.24242424242424243,100,500,1,5.0,garch_factor
LASSO-TE,0.5102639296187683,0.9560439560439561,0.348,0.050505050505050504,0.018383838383838384,100,500,2,5.0,garch_factor
OLS-TE,0.18958772193800782,0.11158342189160468,0.63,0.050505050505050504,0.28515151515151516,100,500,2,5.0,garch_factor
LASSO-TE,0.46795827123695977,0.9181286549707602,0.314,0.050505050505050504,0.017272727272727273,100,500,3,5.0,garch_factor
OLS-TE,0.1853099730458221,0.11142625607779579,0.55,0.050505050505050504,0.2492929292929293,100,500,3,5.0,garch_factor
LASSO-TE,0.5563480741797432,0.9701492537313433,0.39,0.050505050505050504,0.020303030303030302,100,500,4,5.0,garch_factor
OLS-TE,0.1954355512696882,0.11643048640367676,0.608,0.050505050505050504,0.2637373737373737,100,500,4,5.0,garch_factor
LASSO-TE,0.6196078431372549,0.8943396226415095,0.474,0.050505050505050504,0.026767676767676767,100,500,5,5.0,garch_factor
OLS-TE,0.14441235281048656,0.08122969257685579,0.65,0.050505050505050504,0.40414141414141413,100,500,5,5.0,garch_factor
LASSO-TE,0.5694249649368864,0.9530516431924883,0.406,0.050505050505050504,0.021515151515151515,100,500,6,5.0,garch_factor
OLS-TE,0.1896348645465253,0.1111878453038674,0.644,0.050505050505050504,0.2925252525252525,100,500,6,5.0,garch_factor
LASSO-TE,0.5256975036710719,0.988950276243094,0.358,0.050505050505050504,0.018282828282828283,100,500,7,5.0,garch_factor
OLS-TE,0.19942103570279832,0.11881947106170947,0.62,0.050505050505050504,0.2635353535353535,100,500,7,5.0,garch_factor
LASSO-TE,0.5088757396449705,0.9772727272727273,0.344,0.050505050505050504,0.017777777777777778,100,500,8,5.0,garch_factor
OLS-TE,0.19533333333333333,0.1172,0.586,0.050505050505050504,0.25252525252525254,100,500,8,5.0,garch_factor
LASSO-TE,0.5,0.9148936170212766,0.344,0.050505050505050504,0.01898989898989899,100,500,9,5.0,garch_factor
OLS-TE,0.16395086487841565,0.0937231298366294,0.654,0.050505050505050504,0.3524242424242424,100,500,9,5.0,garch_factor
